"stat_name","beta","sd"
"goals_p90",0,0.713020443142255
"shots_p90",0,6.39429733385646
"shots_on_target_p90",0,2.25748764158762
"shots_ibox_p90",0,3.63061979862559
"shots_obox_p90",0,2.11567341491482
"big_chance_scored_p90",0,0.419434035437645
"big_chance_missed_p90",-0.0486576173333725,0.597967120285909
"assists_p90",0,0.487081253556497
"big_chance_created_p90",0,0.725587398595848
"total_att_assist_p90",0,4.72111508403893
"key_passes_p90",0,8.16285334851942
"through_balls_p90",-0.0405786319619943,0.598129190335445
"passes_p90",0,219.291006559655
"passes_accurate_p90",0.00160706242257612,177.868566898119
"final_third_passes_p90",-0.0436386087742948,61.6200484797469
"long_balls_p90",0,30.6307465353483
"crosses_p90",0,9.41091872338876
"forward_pass_p90",0,77.7233518712853
"tackles_p90",0,8.25050917403281
"tackles_won_p90",0,5.37874819111845
"interceptions_p90",0,5.66837354175522
"interceptions_won_p90",0,5.66830834914867
"clearances_p90",0,10.1493618357977
"clearances_effective_p90",0,9.86676951352406
"blocks_p90",0.0263577482841292,1.53307576189025
"blocked_passes_p90",0,6.51728424728324
"duel_won_p90",0,26.1767824547774
"duel_lost_p90",0,25.9565522638246
"aerial_won_p90",0,8.37585534538652
"aerial_lost_p90",0.0149612926422689,8.2229400792428
"touches_p90",0,312.376190796325
"touches_opp_box_p90",-0.0233006691161583,10.5368047176273
"poss_won_def3rd_p90",0.00183211234126552,11.6345558462169
"poss_won_mid3rd_p90",0.00221878730929868,11.3687681224915
"poss_won_att3rd_p90",0,1.92663148385163
"ball_recovery_p90",0,28.6615202085795
"dispossessed_p90",0,4.83763358930456
"turnover_p90",0,7.31426742345608
"times_tackled_p90",-0.000242736890559861,6.26603210806697
"corners_taken_p90",-0.00898395861959489,2.76392267284672
"corners_won_p90",0,2.53170681497685
"pen_area_entries_p90",0,14.364035762156
"final_third_entries_p90",3.33102594006577e-05,28.7021558623106
"fouls_p90",0,6.24673081646073
"was_fouled_p90",0,6.04963215531101
"fwd_zone_pass_p90",0,127.600829120986
"open_play_pass_p90",0,207.197929320798
"error_lead_to_shot_p90",0,0.114449774322932
"error_lead_to_goal_p90",0,0.0682568177527485
"att_fastbreak_p90",0,0.232819213830177
"shot_fastbreak_p90",-0.0140668812272244,0.253266586212007
"att_openplay_p90",0,4.66297879797115
"att_setpiece_p90",0.0203050663563727,0.425573015100756
"att_headed_p90",0,1.0820949699617
"att_one_on_one_p90",0.00960620660652503,0.121783976163682
"crosses_open_play_p90",0,7.18409579492573
"penalty_won_p90",0,0.0791144383327163
"penalty_conceded_p90",0.0150441645432736,0.0921359451667874
"offtarget_att_assist_p90",0,1.94347582798332
"last_man_tackle_p90",0.00500235915109016,0.0353226872696781
"six_yard_block_p90",0,0.144860640681903
"clearance_off_line_p90",0.0023566817298001,0.0588404133561421
"unsuccessful_touch_p90",0,7.31426742345608
"overrun_p90",0,0.88965063247749
"flick_on_p90",0,3.27884191444617
"shot_accuracy",0,1.36087112032194
"goals_per_shot",0,0.372745592308491
"pass_accuracy",0,4.1908916645103
"tackle_success",0,2.97029757777259
"duel_success",0,2.82219955481262
"aerial_success",0,2.60002129217306
"big_chance_conversion",0,1.23804919256567
"final_third_pass_acc",0,3.37294568275642
"long_ball_accuracy",0,2.60807165115005
"cross_accuracy",0,0.974377678440148
"fwd_zone_pass_accuracy",0,3.54450658051581
"open_play_pass_accuracy",0,4.19983861845391
"crosses_open_play_accuracy",0,0.888317053352126
"bad_touch_rate",0.0548946191909337,0.160995974478348
"errors_total_p90",0,0.191752203061775
"headed_goal_rate",0,0.118021328031806
"flick_on_accuracy",0,0.6222351894335
"back_zone_pass_accuracy",0,4.681499618876
"chipped_pass_accuracy",0,2.38744766380896
"ibox_goal_rate",0,0.349737990377051
"obox_goal_rate",-0.0021853889832348,0.0691354042900066
"penalty_conversion",0,0.0847216227966007
"long_pass_own_to_opp_accuracy",0,2.94311519897608
"fifty_fifty_success",0.0337040531738825,1.00548296232846
"poss_lost_ctrl_per_touch",0,1.32505926578762
